Total Time	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity
h	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.	a.u.
0.073881	0.098628	0.098837	0.099224	0.097253	0.095928	0.097049	0.096303	0.095819	0.096598	0.096845	0.097729	0.096234	0.096071	0.096545	0.096802	0.095875	0.097783	0.097553	0.096647	0.096068	0.096726	0.097500	0.097793	0.098717	0.098152	0.096843	0.096682	0.097153	0.096308	0.096934	0.098351	0.099357	0.097800	0.096249	0.097187	0.097971	0.097240	0.096973	0.097976	0.095707	0.097319	0.097530	0.097905	0.099375	0.098827	0.098040	0.098998	0.098623	0.096598	0.097367	0.096929	0.097518	0.100042	0.099161	0.097818	0.099176	0.098447	0.099978	0.097322	0.096726	0.097383	0.096634	0.097434	0.099112	0.097449	0.099224	0.099708	0.098768	0.098259	0.098516	0.098407	0.099268	0.097671	0.099161	0.099986	0.098017	0.099410	0.099082	0.098659	0.097849	0.096445	0.097113	0.096733	0.097900	0.096743	0.096580	0.096198	0.097523	0.097869	0.097734	0.096624	0.097637	0.098111	0.096866	0.097635	0.097120	0.098753	0.098666	0.097309	0.097757	0.097556	0.098165	0.098901	0.097632	0.099782	0.099533	0.098730	0.097775	0.100009	0.099074	0.097928	0.097131	0.097105	0.098554	0.096471	0.097431	0.097052	0.097609	0.099808	0.099398	0.100014	0.099471	0.099217	0.098330	0.099443	0.098812	0.099505	0.100572	0.099920	0.098911	0.097630	0.097920	0.097459	0.096868	0.098600	0.098109	0.096733	0.098435	0.097864	0.099278	0.100582	0.098919	0.098081	0.099115	0.097923	0.098682	0.100050	0.098160	0.097011	0.097553	0.097826	0.098832	0.099023	0.097350	0.097352	0.097482	0.097510	0.099339	0.098366	0.097828	0.096448	0.098458	0.098554	0.099553	0.098901	0.097951	0.096914	0.096978	0.096889	0.096973	0.097367	0.097255	0.096603	0.096728	0.097069	0.096532	0.097329	0.098012	0.097510	0.097031	0.097171	0.098654	0.098086	0.098121	0.098906	0.099502	0.097826	0.098048	0.097775	0.096611	0.096710	0.097446	0.097640	0.096848	0.097490	0.098870	0.098078	0.099319	0.097671	0.098361	0.098608	0.097266	0.097146	0.097207	0.096478	0.096328	0.096428	0.096731	0.097607	0.099777	0.098720	0.096690	0.096937	0.097385	0.096962	0.097064	0.096743	0.097100	0.097615	0.098366	0.098822	0.098784	0.098613	0.099617	0.098554	0.098702	0.097625	0.098114	0.097294	0.097176	0.096667	0.096267	0.096359	0.096672	0.097215	0.100223	0.097579	0.097006	0.096183	0.096980	0.097212	0.097485	0.096794	0.097709	0.098340	0.099487	0.096891	0.096996	0.099517	0.099502	0.099196	0.098323	0.099342	0.098481	0.099935	0.096871	0.097016	0.098493	0.100475	0.099614	0.098509	0.098852	0.097953	0.097016	0.097538	0.096840	0.097869	0.097556	0.097706	0.099265	0.099110	0.098987	0.098521	0.100067	0.100123	0.100052	0.099645	0.100781	0.097408	0.098577	0.096613	0.096535	0.099703	0.100200	0.097655	0.098065	0.100401	0.099724	0.096886	0.098292	0.099599	0.098218	0.097243																																																																																																																																																																																																															
0.147761	0.102551	0.100661	0.099841	0.100177	0.098442	0.096685	0.098249	0.097166	0.097727	0.096494	0.097087	0.096817	0.097785	0.098175	0.095623	0.099100	0.100531	0.101081	0.102520	0.101504	0.096789	0.097627	0.097153	0.096636	0.097220	0.096654	0.097632	0.096881	0.097668	0.097337	0.098073	0.097523	0.099250	0.098651	0.098679	0.099650	0.096033	0.098738	0.096754	0.098453	0.097281	0.100266	0.096619	0.098078	0.097156	0.101020	0.098582	0.101025	0.099064	0.102095	0.100995	0.098343	0.097561	0.097245	0.097322	0.099464	0.097467	0.098529	0.098738	0.099329	0.100712	0.097925	0.098776	0.098906	0.099787	0.100844	0.101310	0.097706	0.098636	0.099510	0.101224	0.101071	0.098580	0.101782	0.098565	0.100381	0.098419	0.098832	0.097609	0.098180	0.101303	0.099224	0.101530	0.097981	0.100855	0.099734	0.097673	0.098588	0.098093	0.101239	0.099003	0.100656	0.098009	0.097971	0.099617	0.100320	0.097502	0.099981	0.100345	0.101132	0.099601	0.100905	0.101611	0.101489	0.100159	0.100472	0.099757	0.097650	0.096782	0.098017	0.100557	0.098585	0.099938	0.100131	0.099092	0.099943	0.100893	0.098501	0.096058	0.099487	0.099431	0.100045	0.097258	0.099594	0.098967	0.099028	0.098547	0.097518	0.099594	0.102918	0.099520	0.100750	0.100702	0.099362	0.099861	0.098109	0.098804	0.096942	0.099561	0.097818	0.098954	0.098873	0.100116	0.100839	0.100880	0.098745	0.098934	0.101540	0.097999	0.100888	0.100801	0.100508	0.099634	0.098048	0.097362	0.098002	0.097874	0.097971	0.098860	0.101074	0.097969	0.101670	0.097681	0.100704	0.097347	0.098277	0.098725	0.096774	0.098055	0.097518	0.100006	0.099642	0.095814	0.095567	0.096410	0.097110	0.097434	0.097413	0.097046	0.098952	0.101552	0.096476	0.097171	0.098198	0.099838	0.098850	0.099594	0.101293	0.098786	0.101068	0.097765	0.101856	0.101107	0.099433	0.097879	0.100661	0.098060	0.097092	0.100190	0.101119	0.100903	0.099120	0.101254	0.099678	0.099306	0.098883	0.099711	0.099438	0.100213	0.097464	0.100136	0.099329	0.098814	0.099764	0.097472	0.100220	0.098730	0.100727	0.099186	0.101323	0.098638	0.100439	0.099107	0.102080	0.100169	0.097299	0.099752	0.099800	0.097716	0.100062	0.099331	0.097844	0.097727	0.097976	0.100911	0.101114	0.099747	0.097210	0.098644	0.102243	0.102052	0.100088	0.099357	0.099859	0.098929	0.098985	0.097008	0.098771	0.100472	0.098590	0.097367	0.100060	0.098753	0.100758	0.097678	0.099657	0.101030	0.097250	0.098496	0.101876	0.097558	0.098419	0.099448	0.100208	0.100753	0.096955	0.097110	0.099382	0.099629	0.099420	0.099696	0.098170	0.099051	0.098093	0.097913	0.097462	0.097263	0.096552	0.100205	0.100847	0.102042	0.100210	0.099285	0.100419	0.102205	0.099879	0.098791	0.097546	0.098519	0.096866	0.098228	0.098468	0.100557	0.097423	0.097930	0.098962	0.099894	0.099375	0.098170	0.101328	0.098728	0.099754	0.100809	0.097821	0.097220	0.098700	0.099606	0.098007	0.098534	0.101489	0.097803	0.100011	0.099910	0.099769	0.101071	0.099604	0.097480	0.099247	0.101239	0.101479	0.097166	0.102039	0.100536	0.100895	0.099232	0.101058	0.097485	0.097798	0.098705	0.100432	0.101509	0.095610	0.098211	0.099522	0.100358	0.096068	0.096025	0.096369	0.099227	0.101545	0.096422	0.097197	0.099326	0.099894	0.097406	0.100623	0.096899	0.099688	0.096341	0.099787	0.098766	0.099115	0.097668	0.098358	0.100773	0.100824	0.099194	0.099652	0.098239	0.098328	0.097953	0.098799	0.097734	0.098335	0.097831	0.098300	0.097388	0.097492	0.099456	0.101132	0.101028	0.098842	0.097961	0.099296	0.099448	0.101061	0.100169	0.097798	0.100174	0.100162	0.099156	0.100684	0.096909	0.099242	0.100337	0.097887	0.100656	0.100281	0.097767	0.099612	0.097905	0.099242	0.097688	0.100936	0.100643	0.099808	0.097803	0.099308	0.097436	0.100042	0.097345	0.099922	0.098588	0.097530	0.099482	0.100121	0.097747	0.099660	0.098195	0.100658	0.099533	0.100875	0.097795	0.101626	0.097561	0.099196	0.099887	0.100197	0.100954	0.098577	0.097146	0.097141	0.098198	0.098012	0.099871	0.099168	0.098906	0.097067	0.099390	0.099031	0.103277	0.100230	0.098391	0.101626	0.099683	0.100360	0.099573	0.097625	0.100557	0.102462	0.098717	0.099313	0.097316	0.097839	0.098404	0.098374	0.099637	0.097268	0.098937	0.098794	0.099647	0.100185	0.099354	0.097029	0.097393	0.099433	0.100432	0.098840	0.101667	0.099927	0.100241	0.099693	0.101173	0.100544	0.098287	0.100506	0.099448	0.099645	0.099981	0.099487	0.098628	0.099757	0.099882	0.098514	0.100727	0.099033	0.096020	0.098781	0.099660	0.098440	0.098914	0.099438	0.098934	0.097176	0.096649	0.096603	0.097882	0.096606	0.098715	0.096980	0.096025	0.097090	0.097416	0.096412	0.096937	0.097836	0.096700	0.098065	0.097839	0.097092
0.221642	0.103295	0.102464	0.099265	0.101733	0.100788	0.097834	0.098030	0.098730	0.098167	0.100857	0.097678	0.098269	0.097553	0.098638	0.099940	0.099713	0.099696	0.100722	0.102141	0.103616	0.097337	0.099683	0.096881	0.097566	0.097034	0.099115	0.100567	0.096965	0.098768	0.100819	0.098114	0.101298	0.099576	0.098636	0.100742	0.098147	0.097011	0.101125	0.096830	0.098687	0.098514	0.100770	0.098931	0.101377	0.097709	0.098654	0.099978	0.100101	0.098172	0.101677	0.100090	0.097309	0.099298	0.097920	0.097220	0.098633	0.098656	0.100648	0.097599	0.096356	0.100890	0.099953	0.098575	0.098498	0.098129	0.096568	0.100243	0.101239	0.098830	0.100225	0.098965	0.097418	0.098211	0.097347	0.098208	0.101372	0.098893	0.096509	0.097691	0.101010	0.101369	0.100205	0.098982	0.097095	0.098300	0.099571	0.100676	0.101392	0.098261	0.097727	0.097851	0.098707	0.100202	0.101125	0.100460	0.100819	0.099662	0.097999	0.096838	0.098985	0.097658	0.097360	0.097472	0.096868	0.097421	0.100521	0.098939	0.098292	0.097734	0.097581	0.097383	0.100480	0.101285	0.098582	0.096410	0.098786	0.099204	0.100047	0.100113	0.099382	0.096545	0.101216	0.099153	0.095778	0.100753	0.100427	0.100141	0.097999	0.100073	0.099632	0.098264	0.096820	0.096769	0.097806	0.101135	0.099224	0.096881	0.097951	0.100085	0.100256	0.097357	0.098126	0.099652	0.102411	0.100157	0.098213	0.098837	0.098445	0.099540	0.097260	0.098180	0.100131	0.099912	0.101639	0.099184	0.099963	0.100824	0.100579	0.099848	0.100233	0.097890	0.095905	0.096466	0.096443	0.097854	0.098081	0.099324	0.099680	0.098419	0.097495	0.096833	0.097752	0.097411	0.097411	0.096338	0.096535	0.099505	0.101160	0.100261	0.099655	0.098233	0.096652	0.096952	0.097314	0.097943	0.097594	0.097360	0.097345	0.097454	0.098165	0.097655	0.096654	0.098325	0.098323	0.097709	0.098600	0.098595	0.099948	0.100544	0.097207	0.097778	0.097273	0.098883	0.099448	0.099138	0.100641	0.099242	0.099178	0.099800	0.098924	0.099181	0.098677	0.097146	0.096748	0.097719	0.098287	0.099140	0.099591	0.100954	0.096412	0.097719	0.099963	0.100014	0.100404	0.097592	0.096868	0.096794	0.098032	0.100526	0.098425	0.098290	0.098269	0.099479	0.097721	0.097131	0.099077	0.098371	0.097449	0.098165	0.100065	0.097586	0.097243	0.098137	0.097834	0.097294	0.098142	0.099375	0.098269	0.096876	0.097215	0.097604	0.099023	0.098399	0.096351	0.098009	0.098654	0.099324	0.098921	0.097304	0.096927	0.098503	0.098315	0.098152	0.099489	0.100154	0.098042	0.097808	0.097625	0.099986	0.097928	0.097164	0.096947	0.096899	0.097164	0.098152	0.099408	0.100916	0.097072	0.098137	0.097215	0.097187	0.096708	0.097100	0.096519	0.097839	0.096552	0.097566	0.097513	0.097286	0.097655	0.096305	0.097579	0.097966	0.099935	0.100129	0.101262	0.100557	0.100480	0.099423	0.097184	0.096456	0.096453	0.098572	0.098621	0.100144	0.098847	0.100327	0.100060	0.098863	0.097714	0.096565	0.097637	0.097953	0.097953	0.097464	0.098799	0.098745	0.099838	0.098985	0.100067	0.099056	0.098827	0.097989	0.098277	0.099051	0.098503	0.097518	0.097747	0.097729	0.098748	0.098521	0.098305	0.097867	0.098323	0.099319	0.100136	0.098705	0.098766	0.098878	0.100269	0.101025	0.100653	0.099494	0.100312	0.100011	0.098244	0.099120	0.100118	0.097176	0.096830	0.097836	0.098333	0.097082	0.096698	0.097775	0.098162	0.099558	0.096945	0.097913	0.096840	0.098363	0.096868	0.097194	0.097039	0.098447	0.097635	0.098542	0.097579	0.097770	0.096861	0.098180	0.097131	0.098860	0.098949	0.099678	0.099731	0.099288	0.099130	0.099059	0.098735	0.097057	0.097294	0.097189	0.098661	0.098514	0.100088	0.099777	0.097836	0.096713	0.097153	0.097423	0.098789	0.100073	0.099298	0.097907	0.096955	0.098432	0.098812	0.099385	0.097594	0.097141	0.097716	0.097013	0.097910	0.097230	0.097800	0.099566	0.099594	0.099706	0.100852	0.099767	0.097480	0.098557	0.099831	0.099005	0.097087	0.097836	0.096787	0.099074	0.100101	0.099342	0.097031	0.099064	0.099403	0.099173	0.100014	0.098689	0.098307	0.097161	0.096456	0.099015	0.099803	0.098651	0.100852	0.100635	0.098111	0.097551	0.098323	0.098781	0.099838	0.100422	0.100521	0.100004	0.098664	0.097895	0.098045	0.098751	0.100615	0.100075	0.099713	0.100335	0.099015	0.097625	0.098514	0.099497	0.099859	0.097981	0.097533	0.097416	0.097319	0.098684	0.098993	0.099285	0.097441	0.098076	0.097571	0.096975	0.098292	0.099275	0.098669	0.099204	0.097291	0.098048	0.099466	0.097174	0.098465	0.097678	0.099079	0.097981	0.097688	0.097688	0.099487	0.098111	0.097474	0.097362	0.100444	0.102072	0.097709	0.098157	0.097851	0.097342	0.098458	0.097879	0.100090	0.098391	0.097887	0.100167	0.101792	0.103030	0.097615
